id,name,logo,symbol,cardCount,sdk
sv07,Stellar Crown,https://assets.tcgdex.net/en/sv/sv07/logo,,"SetCardCountResume(total=175, official=142)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
A1,Genetic Apex,https://assets.tcgdex.net/en/tcgp/A1/logo,https://assets.tcgdex.net/univ/tcgp/A1/symbol,"SetCardCountResume(total=286, official=226)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
P-A,Promos-A,https://assets.tcgdex.net/en/tcgp/P-A/logo,,"SetCardCountResume(total=100, official=0)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
sv08,Surging Sparks,https://assets.tcgdex.net/en/sv/sv08/logo,,"SetCardCountResume(total=252, official=191)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
A1a,Mythical Island,https://assets.tcgdex.net/en/tcgp/A1a/logo,,"SetCardCountResume(total=86, official=68)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
sv08.5,Prismatic Evolutions,https://assets.tcgdex.net/en/sv/sv08.5/logo,,"SetCardCountResume(total=180, official=131)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
A2,Space-Time Smackdown,https://assets.tcgdex.net/en/tcgp/A2/logo,,"SetCardCountResume(total=207, official=140)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
A2a,Triumphant Light,https://assets.tcgdex.net/en/tcgp/A2a/logo,https://assets.tcgdex.net/univ/tcgp/A2a/symbol,"SetCardCountResume(total=96, official=75)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
A2b,Shining Revelry,https://assets.tcgdex.net/en/tcgp/A2b/logo,https://assets.tcgdex.net/univ/tcgp/A2b/symbol,"SetCardCountResume(total=111, official=72)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
sv09,Journey Together,https://assets.tcgdex.net/en/sv/sv09/logo,https://assets.tcgdex.net/univ/sv/sv09/symbol,"SetCardCountResume(total=190, official=159)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
A3,Celestial Guardians,https://assets.tcgdex.net/en/tcgp/A3/logo,,"SetCardCountResume(total=239, official=155)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
A3a,Extradimensional Crisis,,,"SetCardCountResume(total=103, official=69)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
sv10,Destined Rivals,https://assets.tcgdex.net/en/sv/sv10/logo,https://assets.tcgdex.net/univ/sv/sv10/symbol,"SetCardCountResume(total=244, official=182)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
A3b,Eevee Grove,,,"SetCardCountResume(total=107, official=69)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
sv10.5b,Black Bolt,https://assets.tcgdex.net/en/sv/sv10.5b/logo,https://assets.tcgdex.net/univ/sv/sv10.5b/symbol,"SetCardCountResume(total=172, official=86)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
sv10.5w,White Flare,https://assets.tcgdex.net/en/sv/sv10.5w/logo,https://assets.tcgdex.net/univ/sv/sv10.5w/symbol,"SetCardCountResume(total=173, official=86)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
A4,Wisdom of Sea and Sky,https://assets.tcgdex.net/en/tcgp/A4/logo,,"SetCardCountResume(total=241, official=161)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
A4a,Secluded Springs,https://assets.tcgdex.net/en/tcgp/A4a/logo,https://assets.tcgdex.net/univ/tcgp/A4a/symbol,"SetCardCountResume(total=105, official=71)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
me01,Mega Evolution,https://assets.tcgdex.net/en/me/me01/logo,https://assets.tcgdex.net/univ/me/me01/symbol,"SetCardCountResume(total=188, official=132)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
B1,Mega Rising,https://assets.tcgdex.net/en/tcgp/B1/logo,https://assets.tcgdex.net/univ/tcgp/B1/symbol,"SetCardCountResume(total=331, official=226)",<tcgdexsdk.tcgdex.TCGdex object at 0x0000017B117AD160>
